Category	Size	ExpCount	Count	OddsRatio	Pvalue	PvalueAdj	Genes
GSE20715_WT_VS_TLR4_KO_LUNG_UP	195	0.518516	3	5.98203	0.015424	0.0833487	GOT1, IMMT, NEDD8
GSE32423_CTRL_VS_IL7_IL4_MEMORY_CD8_TCELL_UP	195	0.518516	3	5.98203	0.015424	0.0833487	ANTXR1, DLD, RBM47
GSE360_DC_VS_MAC_L_DONOVANI_UP	195	0.518516	3	5.98203	0.015424	0.0833487	CKB, TELO2, UQCRC1
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_MAC_DN	195	0.518516	3	5.98203	0.015424	0.0833487	ANG, PPP1R13B, SLC39A8
GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_MAC_UP	195	0.518516	3	5.98203	0.015424	0.0833487	B4GALT2, RNASE4, TELO2
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_UP	195	0.518516	3	5.98203	0.015424	0.0833487	CALM2, CRABP2, NDUFV1
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	196	0.521175	3	5.95091	0.015634	0.0833487	ARHGEF6, IL32, RBM47
GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_DN	196	0.521175	3	5.95091	0.015634	0.0833487	BAZ1A, PPIC, TP53INP2
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_DN	196	0.521175	3	5.95091	0.015634	0.0833487	COQ9, NEDD8, TPT1
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDM_DN	196	0.521175	3	5.95091	0.015634	0.0833487	DLD, GPR3, TP53INP2
GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_DN	196	0.521175	3	5.95091	0.015634	0.0833487	FTH1, SOD2, STX4
GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP	196	0.521175	3	5.95091	0.015634	0.0833487	ACAT1, PDHX, RPL9
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN	196	0.521175	3	5.95091	0.015634	0.0833487	APOO, SLC39A8, SUCLA2
GSE29618_BCELL_VS_MONOCYTE_DN	196	0.521175	3	5.95091	0.015634	0.0833487	CNBP, RBM47, SOD2
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	196	0.521175	3	5.95091	0.015634	0.0833487	SMPDL3A, SOD2, WIPI1
GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN	196	0.521175	3	5.95091	0.015634	0.0833487	ATP1B1, ITGA5, PRCP
GSE360_CTRL_VS_L_DONOVANI_MAC_DN	196	0.521175	3	5.95091	0.015634	0.0833487	ACSL4, CNBP, PDHX
GSE360_CTRL_VS_T_GONDII_MAC_DN	196	0.521175	3	5.95091	0.015634	0.0833487	ESRRA, HNRNPR, RNASE4
GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_UP	196	0.521175	3	5.95091	0.015634	0.0833487	CRABP2, ETFDH, PRCP
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN	196	0.521175	3	5.95091	0.015634	0.0833487	IMMT, SLC25A5, TMEM106C
GSE3982_MAST_CELL_VS_NEUTROPHIL_DN	196	0.521175	3	5.95091	0.015634	0.0833487	BAZ1A, DNAJC4, PRCP
GSE7460_TCONV_VS_TREG_THYMUS_DN	196	0.521175	3	5.95091	0.015634	0.0833487	CHCHD10, FAM162A, PRKRA
GSE17721_0.5H_VS_24H_CPG_BMDM_DN	197	0.523834	3	5.9201	0.0158456	0.0833487	ANTXR1, GSTM1, ITGA5
GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_UP	197	0.523834	3	5.9201	0.0158456	0.0833487	IL32, LYN, SOD2
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP	197	0.523834	3	5.9201	0.0158456	0.0833487	FASTKD1, HSD17B12, PPIC
GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_DN	197	0.523834	3	5.9201	0.0158456	0.0833487	IMMT, SLC25A5, TMEM106C
GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_UP	197	0.523834	3	5.9201	0.0158456	0.0833487	CYCS, PDHA1, PRCP
GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_UP	197	0.523834	3	5.9201	0.0158456	0.0833487	GPR3, NEDD8, SLC39A8
GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP	198	0.526493	3	5.88962	0.0160588	0.0833487	ANG, RNASE4, WIPI1
GSE22886_NAIVE_TCELL_VS_DC_DN	198	0.526493	3	5.88962	0.0160588	0.0833487	ACO2, ATP1B1, RBM47
GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN	198	0.526493	3	5.88962	0.0160588	0.0833487	APOO, ITGA5, PRCP
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_MAC_DN	198	0.526493	3	5.88962	0.0160588	0.0833487	MGST3, OGDH, RNF14
GSE360_DC_VS_MAC_T_GONDII_DN	198	0.526493	3	5.88962	0.0160588	0.0833487	ANG, CRABP2, SMPDL3A
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	198	0.526493	3	5.88962	0.0160588	0.0833487	BAZ1A, RNASE4, WIPI1
GSE3982_CTRL_VS_LPS_4H_MAC_DN	198	0.526493	3	5.88962	0.0160588	0.0833487	BAZ1A, CKB, IFI44L
GSE3982_EOSINOPHIL_VS_BCELL_UP	198	0.526493	3	5.88962	0.0160588	0.0833487	ACACB, FTH1, WIPI1
GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_UP	199	0.529152	3	5.85944	0.0162736	0.084007	COMTD1, DNAJC4, TP53INP2
GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_DN	199	0.529152	3	5.85944	0.0162736	0.084007	HADHB, OGDH, TMEM106C
GSE6269_E_COLI_VS_STREP_AUREUS_INF_PBMC_UP	155	0.412154	2	4.96743	0.0643552	0.228449	APOO, SLC25A5
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	159	0.42279	2	4.84045	0.0672747	0.228449	DLD, FTH1
GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_UP	161	0.428108	2	4.77935	0.0687507	0.228449	IFI44L, PDHX
GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_DN	162	0.430767	2	4.74938	0.0694927	0.228449	FTH1, SOD2
GSE6269_HEALTHY_VS_STREP_AUREUS_INF_PBMC_DN	166	0.441403	2	4.63314	0.0724871	0.228449	FTH1, SOD2
GSE15659_TREG_VS_TCONV_DN	168	0.446722	2	4.57712	0.0739998	0.228449	FASTKD1, KATNAL2
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_UP	169	0.449381	2	4.54961	0.07476	0.228449	ACAT1, BAZ1A
GSE6269_FLU_VS_STREP_AUREUS_INF_PBMC_DN	169	0.449381	2	4.54961	0.07476	0.228449	DNAJC4, SOD2
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_UP	170	0.45204	2	4.52243	0.0755227	0.228449	ACAT1, DLD
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	170	0.45204	2	4.52243	0.0755227	0.228449	ANTXR1, TCN1
GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_DN	170	0.45204	2	4.52243	0.0755227	0.228449	GPR3, TPT1
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN	171	0.454699	2	4.49557	0.0762879	0.228449	NEDD8, TPT1
GSE29615_DAY3_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP	171	0.454699	2	4.49557	0.0762879	0.228449	DECR1, TMEM106C
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_UP	173	0.460017	2	4.4428	0.0778257	0.228449	COQ3, SFXN4
GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_UP	174	0.462676	2	4.41687	0.0785983	0.228449	RPL9, TPT1
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_UP	174	0.462676	2	4.41687	0.0785983	0.228449	CKB, GPR3
GSE6269_STREP_AUREUS_VS_STREP_PNEUMO_INF_PBMC_UP	175	0.465335	2	4.39125	0.0793733	0.228449	ANTXR1, ATP1B1
GSE17721_LPS_VS_GARDIQUIMOD_4H_BMDM_DN	176	0.467994	2	4.36592	0.0801507	0.228449	HSD17B12, SHISA2
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP	177	0.470653	2	4.34087	0.0809305	0.228449	ESRRA, FAHD1
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN	178	0.473312	2	4.31612	0.0817126	0.228449	ACO2, ARHGAP27
GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN	178	0.473312	2	4.31612	0.0817126	0.228449	KATNAL2, LYN
GSE14000_UNSTIM_VS_16H_LPS_DC_UP	179	0.475971	2	4.29164	0.0824972	0.228449	ESRRA, GAS2L1
GSE14308_TH1_VS_NAIVE_CD4_TCELL_UP	180	0.47863	2	4.26743	0.083284	0.228449	AIFM1, HSD17B12
GSE17721_CTRL_VS_PAM3CSK4_4H_BMDM_UP	180	0.47863	2	4.26743	0.083284	0.228449	NDUFA4, SMPDL3A
GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_DN	180	0.47863	2	4.26743	0.083284	0.228449	DLAT, GOT1
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_UP	180	0.47863	2	4.26743	0.083284	0.228449	ESRRA, FAHD1
GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP	180	0.47863	2	4.26743	0.083284	0.228449	CKB, RBM47
GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	181	0.481289	2	4.2435	0.0840732	0.228449	CALM2, HIGD1A
GSE34205_HEALTHY_VS_FLU_INF_INFANT_PBMC_UP	181	0.481289	2	4.2435	0.0840732	0.228449	NACA, TPT1
GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_UP	181	0.481289	2	4.2435	0.0840732	0.228449	SLC25A5, ZDHHC23
GSE13306_LAMINA_PROPRIA_VS_SPLEEN_TREG_DN	182	0.483948	2	4.21983	0.0848647	0.228449	ANG, RNASE4
GSE13306_TREG_VS_TCONV_DN	182	0.483948	2	4.21983	0.0848647	0.228449	IMMT, SMPDL3A
GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_UP	182	0.483948	2	4.21983	0.0848647	0.228449	GPR3, PPIC
GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_DN	182	0.483948	2	4.21983	0.0848647	0.228449	IFI44L, SOD2
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDM_DN	182	0.483948	2	4.21983	0.0848647	0.228449	GSTM1, SOD2
GSE2706_UNSTIM_VS_2H_R848_DC_UP	182	0.483948	2	4.21983	0.0848647	0.228449	FASTKD1, SDHA
GSE27786_CD4_TCELL_VS_NKCELL_UP	182	0.483948	2	4.21983	0.0848647	0.228449	CHCHD10, RNF14
GSE29615_DAY3_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	182	0.483948	2	4.21983	0.0848647	0.228449	NUDT11, PDHX
GSE11864_CSF1_VS_CSF1_PAM3CYS_IN_MAC_DN	183	0.486607	2	4.19643	0.0856584	0.228449	ACSL4, LYN
GSE14308_TH17_VS_NATURAL_TREG_DN	183	0.486607	2	4.19643	0.0856584	0.228449	ATP1B1, OGDH
GSE1460_DP_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP	183	0.486607	2	4.19643	0.0856584	0.228449	ACO2, CA9
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_UP	183	0.486607	2	4.19643	0.0856584	0.228449	ATP1B1, GOT1
GSE17721_CTRL_VS_PAM3CSK4_1H_BMDM_UP	183	0.486607	2	4.19643	0.0856584	0.228449	ACAT1, RNASE4
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_UP	183	0.486607	2	4.19643	0.0856584	0.228449	MGST3, SLC39A8
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_UP	183	0.486607	2	4.19643	0.0856584	0.228449	AIFM1, RNF14
GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_DN	183	0.486607	2	4.19643	0.0856584	0.228449	PRKRA, SLC39A8
GSE24102_GRANULOCYSTIC_MDSC_VS_NEUTROPHIL_UP	183	0.486607	2	4.19643	0.0856584	0.228449	NDUFV1, PDHA1
GSE2706_2H_VS_8H_R848_STIM_DC_DN	183	0.486607	2	4.19643	0.0856584	0.228449	ACSL4, IFI44L
GSE31082_DP_VS_CD4_SP_THYMOCYTE_UP	183	0.486607	2	4.19643	0.0856584	0.228449	ACADM, TP53INP2
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_IL4_DN	183	0.486607	2	4.19643	0.0856584	0.228449	ATP1B1, DLD
GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_DN	184	0.489266	2	4.17328	0.0864544	0.228449	DLAT, PDHX
GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_DN	184	0.489266	2	4.17328	0.0864544	0.228449	IFI44L, SUCLA2
GSE14308_TH17_VS_INDUCED_TREG_DN	184	0.489266	2	4.17328	0.0864544	0.228449	ETFDH, SHISA2
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_UP	184	0.489266	2	4.17328	0.0864544	0.228449	MCCC1, RPL9
GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_DN	184	0.489266	2	4.17328	0.0864544	0.228449	IMMT, PDHA1
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_UP	184	0.489266	2	4.17328	0.0864544	0.228449	SKA2, SLC39A8
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN	184	0.489266	2	4.17328	0.0864544	0.228449	ARHGAP27, IFI44L
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN	184	0.489266	2	4.17328	0.0864544	0.228449	ARHGAP27, IFI44L
GSE2706_UNSTIM_VS_8H_R848_DC_UP	184	0.489266	2	4.17328	0.0864544	0.228449	ACAT1, TRIM47
GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP	184	0.489266	2	4.17328	0.0864544	0.228449	RBM47, SMPDL3A
GSE34205_HEALTHY_VS_RSV_INF_INFANT_PBMC_UP	184	0.489266	2	4.17328	0.0864544	0.228449	NACA, UQCRB
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_DN	184	0.489266	2	4.17328	0.0864544	0.228449	ISCU, PRCP
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP	184	0.489266	2	4.17328	0.0864544	0.228449	APOO, GOT1
GSE7852_THYMUS_VS_FAT_TCONV_UP	184	0.489266	2	4.17328	0.0864544	0.228449	PDHA1, RNF14
GSE11864_UNTREATED_VS_CSF1_PAM3CYS_IN_MAC_UP	185	0.491926	2	4.15039	0.0872527	0.228449	DECR1, SLC25A5
GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_UP	185	0.491926	2	4.15039	0.0872527	0.228449	NACA, SLC25A5
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	185	0.491926	2	4.15039	0.0872527	0.228449	ACAT1, GSTK1
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_DN	185	0.491926	2	4.15039	0.0872527	0.228449	COQ9, RNF14
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN	185	0.491926	2	4.15039	0.0872527	0.228449	ETFDH, OGDH
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_DN	185	0.491926	2	4.15039	0.0872527	0.228449	ARHGAP27, IFI44L
GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_UP	185	0.491926	2	4.15039	0.0872527	0.228449	NACA, SDHA
GSE25087_FETAL_VS_ADULT_TCONV_DN	185	0.491926	2	4.15039	0.0872527	0.228449	CHCHD10, ZDHHC23
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	185	0.491926	2	4.15039	0.0872527	0.228449	ARHGEF6, DECR1
GSE27786_LSK_VS_CD4_TCELL_UP	185	0.491926	2	4.15039	0.0872527	0.228449	CNBP, TMEM106C
GSE27786_BCELL_VS_CD4_TCELL_DN	185	0.491926	2	4.15039	0.0872527	0.228449	ACACB, PDHA1
GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_DN	185	0.491926	2	4.15039	0.0872527	0.228449	APOO, MCCC1
GSE9037_WT_VS_IRAK4_KO_BMDM_DN	185	0.491926	2	4.15039	0.0872527	0.228449	CKB, CRABP2
GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_UP	185	0.491926	2	4.15039	0.0872527	0.228449	NDUFB9, STX4
GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN	186	0.494585	2	4.12774	0.0880532	0.228449	CHCHD10, DECR1
GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_UP	186	0.494585	2	4.12774	0.0880532	0.228449	PRKRA, SLC39A8
GSE14308_TH17_VS_NAIVE_CD4_TCELL_UP	186	0.494585	2	4.12774	0.0880532	0.228449	COQ9, NEDD8
GSE14308_TH17_VS_NATURAL_TREG_UP	186	0.494585	2	4.12774	0.0880532	0.228449	IMMT, NEDD8
GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_DN	186	0.494585	2	4.12774	0.0880532	0.228449	DECR1, NDUFV1
GSE14769_40MIN_VS_360MIN_LPS_BMDM_UP	186	0.494585	2	4.12774	0.0880532	0.228449	COQ9, FAM162A
GSE17721_LPS_VS_PAM3CSK4_2H_BMDM_DN	186	0.494585	2	4.12774	0.0880532	0.228449	PDHA1, WIPI1
GSE17721_POLYIC_VS_CPG_6H_BMDM_DN	186	0.494585	2	4.12774	0.0880532	0.228449	PPIC, STX4
GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_UP	186	0.494585	2	4.12774	0.0880532	0.228449	DNAJC4, TP53INP2
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_DN	186	0.494585	2	4.12774	0.0880532	0.228449	IMMT, SLC39A8
GSE17974_1.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	186	0.494585	2	4.12774	0.0880532	0.228449	ACADM, ACAT1
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN	186	0.494585	2	4.12774	0.0880532	0.228449	CLYBL, SOD2
GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP	186	0.494585	2	4.12774	0.0880532	0.228449	ANTXR1, STX4
GSE27786_LSK_VS_MONO_MAC_UP	186	0.494585	2	4.12774	0.0880532	0.228449	CA9, CLYBL
GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_DN	186	0.494585	2	4.12774	0.0880532	0.228449	OGDH, WIPI1
GSE7460_TCONV_VS_TREG_LN_UP	186	0.494585	2	4.12774	0.0880532	0.228449	ATP1B1, PPIC
GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_UP	187	0.497244	2	4.10534	0.0888559	0.228449	PPIC, PPP1R13B
GSE11864_UNTREATED_VS_CSF1_IN_MAC_UP	187	0.497244	2	4.10534	0.0888559	0.228449	PRKRA, TPT1
GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	187	0.497244	2	4.10534	0.0888559	0.228449	HADHB, TRIM47
GSE12366_NAIVE_VS_MEMORY_BCELL_UP	187	0.497244	2	4.10534	0.0888559	0.228449	GAS2L1, SLC39A8
GSE13306_RA_VS_UNTREATED_MEM_CD4_TCELL_DN	187	0.497244	2	4.10534	0.0888559	0.228449	NUDT11, TP53INP2
GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_UP	187	0.497244	2	4.10534	0.0888559	0.228449	B4GALT2, SDHA
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	187	0.497244	2	4.10534	0.0888559	0.228449	ATP1B1, IFI44L
GSE2197_IMMUNOSUPPRESSIVE_DNA__VS_UNTREATEDIN_DC_DN	187	0.497244	2	4.10534	0.0888559	0.228449	GAS2L1, TRIM47
GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP	187	0.497244	2	4.10534	0.0888559	0.228449	GAS2L1, PRKRA
GSE2706_UNSTIM_VS_2H_LPS_DC_DN	187	0.497244	2	4.10534	0.0888559	0.228449	SOD2, TP53INP2
GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_DN	187	0.497244	2	4.10534	0.0888559	0.228449	GAS2L1, MGST3
GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP	187	0.497244	2	4.10534	0.0888559	0.228449	TELO2, TMEM106C
GSE7460_TREG_VS_TCONV_ACT_UP	187	0.497244	2	4.10534	0.0888559	0.228449	LYN, NDUFA4
GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_DN	187	0.497244	2	4.10534	0.0888559	0.228449	SOD2, NCEH1
GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP	187	0.497244	2	4.10534	0.0888559	0.228449	HNRNPR, UQCRB
GSE13306_TREG_RA_VS_TCONV_RA_DN	188	0.499903	2	4.08318	0.0896608	0.228449	CIDEC, CPLX1
GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN	188	0.499903	2	4.08318	0.0896608	0.228449	IFI44L, SPINK13
GSE13738_RESTING_VS_TCR_ACTIVATED_CD4_TCELL_DN	188	0.499903	2	4.08318	0.0896608	0.228449	CLYBL, WIPI1
GSE14000_UNSTIM_VS_4H_LPS_DC_DN	188	0.499903	2	4.08318	0.0896608	0.228449	IFI44L, SOD2
GSE14308_TH2_VS_INDUCED_TREG_UP	188	0.499903	2	4.08318	0.0896608	0.228449	ESRRA, NCEH1
GSE14350_TREG_VS_TEFF_IN_IL2RB_KO_DN	188	0.499903	2	4.08318	0.0896608	0.228449	SKA2, TMEM106C
GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_UP	188	0.499903	2	4.08318	0.0896608	0.228449	FAHD1, SOD2
GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN	188	0.499903	2	4.08318	0.0896608	0.228449	LYN, SOD2
GSE17721_CTRL_VS_LPS_12H_BMDM_UP	188	0.499903	2	4.08318	0.0896608	0.228449	ACAT1, FAM162A
GSE17721_CTRL_VS_PAM3CSK4_24H_BMDM_DN	188	0.499903	2	4.08318	0.0896608	0.228449	RBM47, WIPI1
GSE17721_PAM3CSK4_VS_CPG_2H_BMDM_DN	188	0.499903	2	4.08318	0.0896608	0.228449	HADHB, UQCRC2
GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDM_DN	188	0.499903	2	4.08318	0.0896608	0.228449	LYN, STX4
GSE17721_LPS_VS_CPG_24H_BMDM_UP	188	0.499903	2	4.08318	0.0896608	0.228449	FAM162A, SLC39A8
GSE17721_0.5H_VS_12H_PAM3CSK4_BMDM_UP	188	0.499903	2	4.08318	0.0896608	0.228449	DECR1, SKA2
GSE17721_0.5H_VS_4H_GARDIQUIMOD_BMDM_UP	188	0.499903	2	4.08318	0.0896608	0.228449	COQ9, GPR3
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_DN	188	0.499903	2	4.08318	0.0896608	0.228449	DLAT, FAHD1
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP	188	0.499903	2	4.08318	0.0896608	0.228449	COQ9, SKA2
GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_UP	188	0.499903	2	4.08318	0.0896608	0.228449	BAZ1A, ESRRA
GSE20715_WT_VS_TLR4_KO_48H_OZONE_LUNG_DN	188	0.499903	2	4.08318	0.0896608	0.228449	CKB, NDUFA4
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_DN	188	0.499903	2	4.08318	0.0896608	0.228449	ATP1B1, PPIC
GSE27786_LIN_NEG_VS_CD4_TCELL_DN	188	0.499903	2	4.08318	0.0896608	0.228449	HADHB, STX4
GSE27786_CD8_TCELL_VS_NKTCELL_DN	188	0.499903	2	4.08318	0.0896608	0.228449	CKB, PDHA1
GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP	188	0.499903	2	4.08318	0.0896608	0.228449	FAM162A, MRPL41
GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_UP	188	0.499903	2	4.08318	0.0896608	0.228449	APOO, CRABP2
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MONOCYTE_DN	188	0.499903	2	4.08318	0.0896608	0.228449	ANG, SLC25A5
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP	188	0.499903	2	4.08318	0.0896608	0.228449	LYN, TMEM106C
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_UP	188	0.499903	2	4.08318	0.0896608	0.228449	DNAJC4, NXPH4
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_UP	188	0.499903	2	4.08318	0.0896608	0.228449	IFI44L, NDUFA4
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_DN	188	0.499903	2	4.08318	0.0896608	0.228449	BAZ1A, NXPH4
GSE3982_MAST_CELL_VS_BASOPHIL_UP	188	0.499903	2	4.08318	0.0896608	0.228449	HIGD1A, HSD17B12
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_UP	188	0.499903	2	4.08318	0.0896608	0.228449	NDUFB9, SOD2
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_DN	188	0.499903	2	4.08318	0.0896608	0.228449	ARHGEF6, COQ9
GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN	188	0.499903	2	4.08318	0.0896608	0.228449	COQ3, PPIC
GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_1_DN	188	0.499903	2	4.08318	0.0896608	0.228449	DECR1, SFXN4
GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN	188	0.499903	2	4.08318	0.0896608	0.228449	ARHGAP27, SDHA
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_DN	189	0.502562	2	4.06125	0.0904679	0.228449	KCNJ6, WIPI1
GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	PPIC, SOD2
GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN	189	0.502562	2	4.06125	0.0904679	0.228449	GSTK1, OGDH
GSE12366_GC_VS_NAIVE_BCELL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	CALM2, TMEM106C
GSE13229_IMM_VS_INTMATURE_NKCELL_DN	189	0.502562	2	4.06125	0.0904679	0.228449	ACADM, PRKRA
GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	NXPH4, TPT1
