Category	Size	ExpCount	Count	OddsRatio	Pvalue	PvalueAdj	Genes
Hypusinylation	17	0.045204	0	0	1	1	
IGF1R signaling cascade	6	0.0159543	0	0	1	1	
IKK complex recruitment mediated by RIP1	43	0.114339	0	0	1	1	
Immune System	25	0.0664764	0	0	1	1	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	4	0.0106362	0	0	1	1	
Import of palmitoyl-CoA into the mitochondrial matrix	61	0.162202	0	0	1	1	
Inactivation of APC/C via direct inhibition of the APC/C complex	61	0.162202	0	0	1	1	
Inactivation, recovery and regulation of the phototransduction cascade	24	0.0638174	0	0	1	1	
Incretin synthesis, secretion, and inactivation	56	0.148907	0	0	1	1	
Inflammasomes	30	0.0797717	0	0	1	1	
Influenza Infection	10	0.0265906	0	0	1	1	
Influenza Life Cycle	115	0.305792	0	0	1	1	
Influenza Viral RNA Transcription and Replication	84	0.223361	0	0	1	1	
Influenza Virus Induced Apoptosis	75	0.199429	0	0	1	1	
Inhibition of adenylate cyclase pathway	7	0.0186134	0	0	1	1	
Inhibition of Host mRNA Processing and RNA Silencing	10	0.0265906	0	0	1	1	
Inhibition of replication initiation of damaged DNA by RB1/E2F1	12	0.0319087	0	0	1	1	
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	8	0.0212725	0	0	1	1	
Insulin effects increased synthesis of Xylulose-5-Phosphate	30	0.0797717	0	0	1	1	
Insulin processing	48	0.127635	0	0	1	1	
Insulin receptor recycling	48	0.127635	0	0	1	1	
Integration of provirus	8	0.0212725	0	0	1	1	
Integration of viral DNA into host genomic DNA	81	0.215384	0	0	1	1	
Integrin alphaIIb beta3 signaling	103	0.273883	0	0	1	1	
Interaction between L1 and Ankyrins	1	0.00265906	0	0	1	1	
Interactions of Rev with host cellular proteins	7	0.0186134	0	0	1	1	
Interactions of Tat with host cellular proteins	1	0.00265906	0	0	1	1	
Interferon gamma signaling	3	0.00797717	0	0	1	1	
Interferon Signaling	21	0.0558402	0	0	1	1	
Interleukin-1 signaling	134	0.356314	0	0	1	1	
Interleukin-2 signaling	86	0.228679	0	0	1	1	
Interleukin-3, 5 and GM-CSF signaling	2	0.00531811	0	0	1	1	
Intrinsic Pathway	22	0.0584993	0	0	1	1	
Intrinsic Pathway for Apoptosis	19	0.0505221	0	0	1	1	
Inwardly rectifying K+ channels	24	0.0638174	0	0	1	1	
Ion channel transport	6	0.0159543	0	0	1	1	
IRS-related events	33	0.0877489	0	0	1	1	
IRS-related events triggered by IGF1R	28	0.0744536	0	0	1	1	
ISG15 antiviral mechanism	10	0.0265906	0	0	1	1	
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	15	0.0398859	0	0	1	1	
Keratan sulfate biosynthesis	2	0.00531811	0	0	1	1	
Keratan sulfate degradation	2	0.00531811	0	0	1	1	
Ketone body metabolism	4	0.0106362	0	0	1	1	
Kinesins	0	0	0	NaN	1	1	
Klotho-mediated ligand binding	11	0.0292496	0	0	1	1	
KSRP destabilizes mRNA	27	0.0717945	0	0	1	1	
Lagging Strand Synthesis	84	0.223361	0	0	1	1	
Laminin interactions	86	0.228679	0	0	1	1	
Latent infection of Homo sapiens with Mycobacterium tuberculosis	97	0.257929	0	0	1	1	
Late Phase of HIV Life Cycle	92	0.244633	0	0	1	1	
LDL endocytosis	30	0.0797717	0	0	1	1	
Leading Strand Synthesis	5	0.0132953	0	0	1	1	
Lectin pathway of complement activation	6	0.0159543	0	0	1	1	
Ligand-gated ion channel transport	44	0.116999	0	0	1	1	
Linoleic acid (LA) metabolism	76	0.202088	0	0	1	1	
Lipid and lipoprotein metabolism	7	0.0186134	0	0	1	1	
Lipoprotein metabolism	8	0.0212725	0	0	1	1	
Localization of the PINCH-ILK-PARVIN complex to focal adhesions	9	0.0239315	0	0	1	1	
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	7	0.0186134	0	0	1	1	
Loss of Function of SMAD2/3 in Cancer	2	0.00531811	0	0	1	1	
Loss of Function of SMAD4 in Cancer	9	0.0239315	0	0	1	1	
Loss of Function of TGFBR1 in Cancer	20	0.0531811	0	0	1	1	
Loss of Function of TGFBR2 in Cancer	39	0.103703	0	0	1	1	
Loss of Nlp from mitotic centrosomes	7	0.0186134	0	0	1	1	
Loss of proteins required for interphase microtubule organizationÂ from the centrosome	32	0.0850898	0	0	1	1	
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	22	0.0584993	0	0	1	1	
Lysine catabolism	29	0.0771127	0	0	1	1	
Lysosome Vesicle Biogenesis	41	0.109021	0	0	1	1	
MAP kinase activation in TLR cascade	10	0.0265906	0	0	1	1	
MAPK targets/ Nuclear events mediated by MAP kinases	7	0.0186134	0	0	1	1	
Meiosis	5	0.0132953	0	0	1	1	
Meiotic recombination	3	0.00797717	0	0	1	1	
Membrane binding and targetting of GAG proteins	4	0.0106362	0	0	1	1	
Membrane Trafficking	2	0.00531811	0	0	1	1	
Metabolism	12	0.0319087	0	0	1	1	
Metabolism of Angiotensinogen to Angiotensins	12	0.0319087	0	0	1	1	
Metabolism of folate and pterines	5	0.0132953	0	0	1	1	
Metabolism of lipids and lipoproteins	4	0.0106362	0	0	1	1	
Metabolism of nitric oxide	3	0.00797717	0	0	1	1	
Metabolism of polyamines	4	0.0106362	0	0	1	1	
Metabolism of proteins	10	0.0265906	0	0	1	1	
Metabolism of RNA	13	0.0345677	0	0	1	1	
Metabolism of steroid hormones and vitamin D	7	0.0186134	0	0	1	1	
Metabolism of vitamins and cofactors	27	0.0717945	0	0	1	1	
Metabolism of water-soluble vitamins and cofactors	32	0.0850898	0	0	1	1	
Metal ion SLC transporters	50	0.132953	0	0	1	1	
Methionine salvage pathway	6	0.0159543	0	0	1	1	
Mineralocorticoid biosynthesis	2	0.00531811	0	0	1	1	
Minus-strand DNA synthesis	5	0.0132953	0	0	1	1	
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	46	0.122317	0	0	1	1	
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	13	0.0345677	0	0	1	1	
misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling	7	0.0186134	0	0	1	1	
Mitochondrial biogenesis	15	0.0398859	0	0	1	1	
Mitochondrial Fatty Acid Beta-Oxidation	3	0.00797717	0	0	1	1	
mitochondrial fatty acid beta-oxidation of saturated fatty acids	24	0.0638174	0	0	1	1	
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	31	0.0824308	0	0	1	1	
Mitochondrial protein import	41	0.109021	0	0	1	1	
Mitochondrial transcription initiation	63	0.167521	0	0	1	1	
Mitochondrial tRNA aminoacylation	50	0.132953	0	0	1	1	
Mitotic Anaphase	48	0.127635	0	0	1	1	
Mitotic G1-G1/S phases	74	0.19677	0	0	1	1	
Mitotic G2-G2/M phases	9	0.0239315	0	0	1	1	
Mitotic Metaphase/Anaphase Transition	351	0.933329	0	0	1	1	
Mitotic Metaphase and Anaphase	2	0.00531811	0	0	1	1	
Mitotic M-M/G1 phases	58	0.154225	0	0	1	1	
Mitotic Prophase	69	0.183475	0	0	1	1	
Mitotic Spindle Checkpoint	8	0.0212725	0	0	1	1	
MMR	4	0.0106362	0	0	1	1	
Molecules associated with elastic fibres	6	0.0159543	0	0	1	1	
Molybdenum cofactor biosynthesis	3	0.00797717	0	0	1	1	
M Phase	16	0.0425449	0	0	1	1	
MPS I - Hurler syndrome	3	0.00797717	0	0	1	1	
MPS II - Hunter syndrome	17	0.045204	0	0	1	1	
MPS IIIA - Sanfilippo syndrome A	15	0.0398859	0	0	1	1	
MPS IIIB - Sanfilippo syndrome B	13	0.0345677	0	0	1	1	
MPS IIIC - Sanfilippo syndrome C	56	0.148907	0	0	1	1	
MPS IIID - Sanfilippo syndrome D	56	0.148907	0	0	1	1	
MPS IV - Morquio syndrome A	51	0.135612	0	0	1	1	
MPS IV - Morquio syndrome B	51	0.135612	0	0	1	1	
MPS IX - Natowicz syndrome	6	0.0159543	0	0	1	1	
MPS VI - Maroteaux-Lamy syndrome	12	0.0319087	0	0	1	1	
mRNA 3'-end processing	9	0.0239315	0	0	1	1	
mRNA Capping	15	0.0398859	0	0	1	1	
mRNA decay by 3' to 5' exoribonuclease	0	0	0	NaN	1	1	
mRNA decay by 5' to 3' exoribonuclease	49	0.130294	0	0	1	1	
mRNA Editing	10	0.0265906	0	0	1	1	
mRNA Editing: C to U Conversion	31	0.0824308	0	0	1	1	
mRNA Splicing	30	0.0797717	0	0	1	1	
MRN complex relocalizes to nuclear foci	26	0.0691355	0	0	1	1	
Mtb iron assimilation by chelation	2	0.00531811	0	0	1	1	
mTOR signalling	7	0.0186134	0	0	1	1	
Muscle contraction	15	0.0398859	0	0	1	1	
MyD88 cascade initiated on plasma membrane	186	0.494585	0	0	1	1	
MyD88 dependent cascade initiated on endosome	28	0.0744536	0	0	1	1	
MyD88-independent cascade	20	0.0531811	0	0	1	1	
MyD88:Mal cascade initiated on plasma membrane	33	0.0877489	0	0	1	1	
Myoclonic epilepsy of Lafora	66	0.175498	0	0	1	1	
Na+/Cl- dependent neurotransmitter transporters	8	0.0212725	0	0	1	1	
NCAM signaling for neurite out-growth	2	0.00531811	0	0	1	1	
Nectin/Necl  trans heterodimerization	23	0.0611583	0	0	1	1	
Nef and signal transduction	6	0.0159543	0	0	1	1	
Nef Mediated CD4 Down-regulation	4	0.0106362	0	0	1	1	
Nef Mediated CD8 Down-regulation	3	0.00797717	0	0	1	1	
Nef mediated downregulation of CD28 cell surface expression	17	0.045204	0	0	1	1	
Nef mediated downregulation of MHC class I complex cell surface expression	100	0.265906	0	0	1	1	
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	98	0.260588	0	0	1	1	
Negative epigenetic regulation of rRNA expression	98	0.260588	0	0	1	1	
Negative regulation of FGFR signaling	68	0.180816	0	0	1	1	
negative regulation of TCF-dependent signaling by DVL-interacting proteins	98	0.260588	0	0	1	1	
negative regulation of TCF-dependent signaling by WNT ligand antagonists	98	0.260588	0	0	1	1	
Negative regulation of the PI3K/AKT network	1	0.00265906	0	0	1	1	
Negative regulators of RIG-I/MDA5 signaling	50	0.132953	0	0	1	1	
Nephrin interactions	98	0.260588	0	0	1	1	
Netrin-1 signaling	17	0.045204	0	0	1	1	
Neurofascin interactions	5	0.0132953	0	0	1	1	
Neuronal System	28	0.0744536	0	0	1	1	
Neurophilin interactions with VEGF and VEGFR	4	0.0106362	0	0	1	1	
Neurotransmitter Release Cycle	33	0.0877489	0	0	1	1	
Neurotransmitter uptake and Metabolism In Glial Cells	19	0.0505221	0	0	1	1	
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	81	0.215384	0	0	1	1	
NF-kB is activated and signals survival	17	0.045204	0	0	1	1	
N-glycan antennae elongation in the medial/trans-Golgi	1	0.00265906	0	0	1	1	
N-glycan trimming and elongation in the cis-Golgi	4	0.0106362	0	0	1	1	
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	14	0.0372268	0	0	1	1	
NICD traffics to nucleus	14	0.0372268	0	0	1	1	
Nicotinamide salvaging	14	0.0372268	0	0	1	1	
Nicotinate metabolism	18	0.047863	0	0	1	1	
Nitric oxide stimulates guanylate cyclase	33	0.0877489	0	0	1	1	
NOD1/2 Signaling Pathway	23	0.0611583	0	0	1	1	
Non-coding RNA Metabolism	42	0.11168	0	0	1	1	
Non-integrin membrane-ECM interactions	14	0.0372268	0	0	1	1	
Nonsense-Mediated Decay (NMD)	7	0.0186134	0	0	1	1	
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	25	0.0664764	0	0	1	1	
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	172	0.457358	0	0	1	1	
Norepinephrine Neurotransmitter Release Cycle	2	0.00531811	0	0	1	1	
NOSIP mediated eNOS trafficking	7	0.0186134	0	0	1	1	
NOTCH1 Intracellular Domain Regulates Transcription	27	0.0717945	0	0	1	1	
NOTCH2 Activation and Transmission of Signal to the Nucleus	2	0.00531811	0	0	1	1	
Notch-HLH transcription pathway	45	0.119658	0	0	1	1	
NRAGE signals death through JNK	18	0.047863	0	0	1	1	
NrCAM interactions	6	0.0159543	0	0	1	1	
NRIF signals cell death from the nucleus	29	0.0771127	0	0	1	1	
NS1 Mediated Effects on Host Pathways	21	0.0558402	0	0	1	1	
Nuclear Envelope Breakdown	11	0.0292496	0	0	1	1	
Nuclear Envelope Reassembly	6	0.0159543	0	0	1	1	
Nuclear import of Rev protein	23	0.0611583	0	0	1	1	
Nuclear Pore Complex (NPC) Disassembly	3	0.00797717	0	0	1	1	
Nuclear Receptor transcription pathway	4	0.0106362	0	0	1	1	
Nuclear signaling by ERBB4	14	0.0372268	0	0	1	1	
Nucleosome assembly	11	0.0292496	0	0	1	1	
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	14	0.0372268	0	0	1	1	
Nucleotide Excision Repair	16	0.0425449	0	0	1	1	
Nucleotide metabolism	2	0.00531811	0	0	1	1	
O2/CO2 exchange in erythrocytes	26	0.0691355	0	0	1	1	
O-glycosylation of TSR domain-containing proteins	4	0.0106362	0	0	1	1	
Olfactory Signaling Pathway	19	0.0505221	0	0	1	1	
Oligomerization of connexins into connexons	54	0.143589	0	0	1	1	
O-linked glycosylation of mucins	27	0.0717945	0	0	1	1	
Oncogene Induced Senescence	9	0.0239315	0	0	1	1	
Opioid Signalling	31	0.0824308	0	0	1	1	
Orc1 removal from chromatin	11	0.0292496	0	0	1	1	
Orexin and neuropeptides FF and QRFP bind to their respective receptors	10	0.0265906	0	0	1	1	
Organelle biogenesis and maintenance	5	0.0132953	0	0	1	1	
Organic anion transporters	10	0.0265906	0	0	1	1	
Organic cation/anion/zwitterion transport	22	0.0584993	0	0	1	1	
Organic cation transport	7	0.0186134	0	0	1	1	
Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha	5	0.0132953	0	0	1	1	
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	17	0.045204	0	0	1	1	
p130Cas linkage to MAPK signaling for integrins	7	0.0186134	0	0	1	1	
p38MAPK events	16	0.0425449	0	0	1	1	
p53-Dependent G1/S DNA damage checkpoint	3	0.00797717	0	0	1	1	
p53-Independent DNA Damage Response	13	0.0345677	0	0	1	1	
p53-Independent G1/S DNA damage checkpoint	71	0.188793	0	0	1	1	
p75NTR negatively regulates cell cycle via SC1	11	0.0292496	0	0	1	1	
p75 NTR receptor-mediated signalling	8	0.0212725	0	0	1	1	
p75NTR recruits signalling complexes	11	0.0292496	0	0	1	1	
p75NTR regulates axonogenesis	8	0.0212725	0	0	1	1	
p75NTR signals via NF-kB	28	0.0744536	0	0	1	1	
Packaging of Eight RNA Segments	11	0.0292496	0	0	1	1	
Packaging Of Telomere Ends	48	0.127635	0	0	1	1	
Passive transport by Aquaporins	14	0.0372268	0	0	1	1	
Pausing and recovery of HIV elongation	76	0.202088	0	0	1	1	
Pausing and recovery of Tat-mediated HIV elongation	59	0.156884	0	0	1	1	
PCP/CE pathway	32	0.0850898	0	0	1	1	
PDE3B signalling	4	0.0106362	0	0	1	1	
PECAM1 interactions	15	0.0398859	0	0	1	1	
Peptide chain elongation	74	0.19677	0	0	1	1	
Peptide hormone biosynthesis	3	0.00797717	0	0	1	1	
Peptide ligand-binding receptors	20	0.0531811	0	0	1	1	
PERK regulates gene expression	8	0.0212725	0	0	1	1	
Peroxisomal lipid metabolism	5	0.0132953	0	0	1	1	
Phagosomal maturation (early endosomal stage)	7	0.0186134	0	0	1	1	
Phase 1 - Functionalization of compounds	29	0.0771127	0	0	1	1	
Phenylalanine and tyrosine catabolism	26	0.0691355	0	0	1	1	
Phospholipase C-mediated cascade	14	0.0372268	0	0	1	1	
Phospholipid metabolism	17	0.045204	0	0	1	1	
Phosphorylation of CD3 and TCR zeta chains	10	0.0265906	0	0	1	1	
Phosphorylation of Emi1	8	0.0212725	0	0	1	1	
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	8	0.0212725	0	0	1	1	
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	43	0.114339	0	0	1	1	
PI3K/AKT activation	81	0.215384	0	0	1	1	
PI3K/AKT Signaling in Cancer	86	0.228679	0	0	1	1	
PI-3K cascade	50	0.132953	0	0	1	1	
PI3K Cascade	2	0.00531811	0	0	1	1	
PI3K events in ERBB4 signaling	10	0.0265906	0	0	1	1	
PIP3 activates AKT signaling	10	0.0265906	0	0	1	1	
PKA activation	9	0.0239315	0	0	1	1	
PKA activation in glucagon signalling	43	0.114339	0	0	1	1	
PKA-mediated phosphorylation of key metabolic factors	8	0.0212725	0	0	1	1	
PKB-mediated events	0	0	0	NaN	1	1	
Platelet activation, signaling and aggregation	6	0.0159543	0	0	1	1	
Platelet Adhesion to exposed collagen	9	0.0239315	0	0	1	1	
Platelet Aggregation (Plug Formation)	9	0.0239315	0	0	1	1	
Platelet calcium homeostasis	71	0.188793	0	0	1	1	
Platelet degranulation	14	0.0372268	0	0	1	1	
Platelet homeostasis	10	0.0265906	0	0	1	1	
Platelet sensitization by LDL	15	0.0398859	0	0	1	1	
PLC beta mediated events	15	0.0398859	0	0	1	1	
PLCG1 events in ERBB2 signaling	11	0.0292496	0	0	1	1	
PLC-gamma1 signalling	9	0.0239315	0	0	1	1	
Plus-strand DNA synthesis	4	0.0106362	0	0	1	1	
Porphyrin metabolism	0	0	0	NaN	1	1	
Post-Elongation Processing of Intron-Containing pre-mRNA	5	0.0132953	0	0	1	1	
Post-Elongation Processing of Intronless pre-mRNA	14	0.0372268	0	0	1	1	
Post-Elongation Processing of the Transcript	1	0.00265906	0	0	1	1	
Postsynaptic nicotinic acetylcholine receptors	32	0.0850898	0	0	1	1	
Post-transcriptional silencing by small RNAs	3	0.00797717	0	0	1	1	
Post-translational protein modification	55	0.146248	0	0	1	1	
Potassium Channels	76	0.202088	0	0	1	1	
Potassium transport channels	19	0.0505221	0	0	1	1	
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	26	0.0691355	0	0	1	1	
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	77	0.204747	0	0	1	1	
PP2A-mediated dephosphorylation of key metabolic factors	39	0.103703	0	0	1	1	
PPARA activates gene expression	40	0.106362	0	0	1	1	
PRC2 methylates histones and DNA	18	0.047863	0	0	1	1	
Prefoldin mediated transfer of substrate  to CCT/TriC	40	0.106362	0	0	1	1	
Pregnenolone biosynthesis	35	0.093067	0	0	1	1	
pre-mRNA splicing	27	0.0717945	0	0	1	1	
Pre-NOTCH Expression and Processing	26	0.0691355	0	0	1	1	
Pre-NOTCH Processing in Golgi	28	0.0744536	0	0	1	1	
Pre-NOTCH Processing in the Endoplasmic Reticulum	23	0.0611583	0	0	1	1	
Pre-NOTCH Transcription and Translation	58	0.154225	0	0	1	1	
Presynaptic function of Kainate receptors	39	0.103703	0	0	1	1	
Presynaptic nicotinic acetylcholine receptors	100	0.265906	0	0	1	1	
Presynaptic phase of homologous DNA pairing and strand exchange	42	0.11168	0	0	1	1	
Processing and activation of SUMO	39	0.103703	0	0	1	1	
Processing-defective Hh variants abrogate ligand secretion	39	0.103703	0	0	1	1	
Processing of Capped Intron-Containing Pre-mRNA	39	0.103703	0	0	1	1	
Processing of Capped Intronless Pre-mRNA	42	0.11168	0	0	1	1	
Processing of DNA double-strand break ends	83	0.220702	0	0	1	1	
Processing of DNA ends prior to end rejoining	20	0.0531811	0	0	1	1	
Processing of Intronless Pre-mRNAs	60	0.159543	0	0	1	1	
Processive synthesis on the C-strand of the telomere	124	0.329723	0	0	1	1	
Processive synthesis on the lagging strand	85	0.22602	0	0	1	1	
Prolactin receptor signaling	24	0.0638174	0	0	1	1	
Proline catabolism	21	0.0558402	0	0	1	1	
Prolonged ERK activation events	9	0.0239315	0	0	1	1	
Propionyl-CoA catabolism	10	0.0265906	0	0	1	1	
Prostacyclin signalling through prostacyclin receptor	9	0.0239315	0	0	1	1	
Protein folding	26	0.0691355	0	0	1	1	
PTM: gamma carboxylation, hypusine formation and arylsulfatase activation	6	0.0159543	0	0	1	1	
Purine catabolism	9	0.0239315	0	0	1	1	
Purine metabolism	5	0.0132953	0	0	1	1	
Purine ribonucleoside monophosphate biosynthesis	53	0.14093	0	0	1	1	
Purine salvage	55	0.146248	0	0	1	1	
Pyrimidine biosynthesis	15	0.0398859	0	0	1	1	
Pyrimidine catabolism	14	0.0372268	0	0	1	1	
Pyrimidine metabolism	24	0.0638174	0	0	1	1	
Pyrimidine salvage reactions	29	0.0771127	0	0	1	1	
Pyruvate metabolism	8	0.0212725	0	0	1	1	
Pyruvate metabolism and Citric Acid (TCA) cycle	66	0.175498	0	0	1	1	
RAF/MAP kinase cascade	3	0.00797717	0	0	1	1	
RAF phosphorylates MEK	5	0.0132953	0	0	1	1	
Ras activation uopn Ca2+ infux through NMDA receptor	22	0.0584993	0	0	1	1	
Reactions specific to the complex N-glycan synthesis pathway	32	0.0850898	0	0	1	1	
Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor	28	0.0744536	0	0	1	1	
Recruitment of mitotic centrosome proteins and complexes	3	0.00797717	0	0	1	1	
Recruitment of NuMA to mitotic centrosomes	29	0.0771127	0	0	1	1	
Recruitment of repair and signaling proteins to double-strand breaks	22	0.0584993	0	0	1	1	
Recycling of bile acids and salts	24	0.0638174	0	0	1	1	
Recycling of eIF2:GDP	25	0.0664764	0	0	1	1	
Recycling pathway of L1	30	0.0797717	0	0	1	1	
Regulated proteolysis of p75NTR	12	0.0319087	0	0	1	1	
Regulation by c-FLIP	11	0.0292496	0	0	1	1	
Regulation of actin dynamics for phagocytic cup formation	12	0.0319087	0	0	1	1	
Regulation of activated PAK-2p34 by proteasome mediated degradation	13	0.0345677	0	0	1	1	
Regulation of AMPK activity via LKB1	23	0.0611583	0	0	1	1	
Regulation of APC/C activators between G1/S and early anaphase	18	0.047863	0	0	1	1	
Regulation of Commissural axon pathfinding by Slit and Robo	153	0.406836	0	0	1	1	
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	19	0.0505221	0	0	1	1	
Regulation of DNA replication	30	0.0797717	0	0	1	1	
regulation of FZD by ubiquitination	17	0.045204	0	0	1	1	
Regulation of gap junction activity	12	0.0319087	0	0	1	1	
Regulation of gene expression by Hypoxia-inducible Factor	1	0.00265906	0	0	1	1	
Regulation of gene expression in early pancreatic precursor cells	45	0.119658	0	0	1	1	
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	20	0.0531811	0	0	1	1	
Regulation of Glucokinase by Glucokinase Regulatory Protein	115	0.305792	0	0	1	1	
Regulation of IFNA signaling	19	0.0505221	0	0	1	1	
Regulation of IFNG signaling	106	0.28186	0	0	1	1	
Regulation of IGF Activity by IGFBP	72	0.191452	0	0	1	1	
Regulation of innate immune responses to cytosolic DNA	12	0.0319087	0	0	1	1	
Regulation of insulin secretion	12	0.0319087	0	0	1	1	
Regulation of KIT signaling	12	0.0319087	0	0	1	1	
Regulation of mRNA stability by proteins that bind AU-rich elements	32	0.0850898	0	0	1	1	
Regulation of PAK-2p34 activity by PS-GAP/RHG10	66	0.175498	0	0	1	1	
Regulation of PLK1 Activity at G2/M Transition	92	0.244633	0	0	1	1	
Regulation of pyruvate dehydrogenase (PDH) complex	11	0.0292496	0	0	1	1	
Regulation of Rheb GTPase activity by AMPK	67	0.178157	0	0	1	1	
Regulation of signaling by NODAL	2	0.00531811	0	0	1	1	
Regulation of the Fanconi anemia pathway	43	0.114339	0	0	1	1	
Regulatory RNA pathways	22	0.0584993	0	0	1	1	
Relaxin receptors	34	0.0904079	0	0	1	1	
Release	3	0.00797717	0	0	1	1	
Release of eIF4E	13	0.0345677	0	0	1	1	
Removal of aminoterminal propeptides from gamma-carboxylated proteins	11	0.0292496	0	0	1	1	
Removal of DNA patch containing abasic residue	10	0.0265906	0	0	1	1	
Removal of the Flap Intermediate	5	0.0132953	0	0	1	1	
Removal of the Flap Intermediate from the C-strand	5	0.0132953	0	0	1	1	
Repair synthesis for gap-filling by DNA polymerase in TC-NER	5	0.0132953	0	0	1	1	
Repair synthesis of patch ~27-30 bases long  by DNA polymerase	29	0.0771127	0	0	1	1	
Resolution of Abasic Sites (AP sites)	50	0.132953	0	0	1	1	
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	9	0.0239315	0	0	1	1	
Resolution of AP sites via the single-nucleotide replacement pathway	21	0.0558402	0	0	1	1	
Resolution of Sister Chromatid Cohesion	121	0.321746	0	0	1	1	
Respiratory electron transport	30	0.0797717	0	0	1	1	
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	66	0.175498	0	0	1	1	
Response of Mtb to phagocytosis	15	0.0398859	0	0	1	1	
Retinoid cycle disease events	8	0.0212725	0	0	1	1	
Retinoid metabolism and transport	51	0.135612	0	0	1	1	
Retrograde neurotrophin signalling	25	0.0664764	0	0	1	1	
REV-ERBA represses gene expression	2	0.00531811	0	0	1	1	
Reverse Transcription of HIV RNA	4	0.0106362	0	0	1	1	
Reversible hydration of carbon dioxide	31	0.0824308	0	0	1	1	
Rev-mediated nuclear export of HIV RNA	5	0.0132953	0	0	1	1	
Rho GTPase cycle	69	0.183475	0	0	1	1	
Ribosomal scanning and start codon recognition	17	0.045204	0	0	1	1	
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	1	0.00265906	0	0	1	1	
RIP-mediated NFkB activation via ZBP1	10	0.0265906	0	0	1	1	
RMTs methylate histone arginines	6	0.0159543	0	0	1	1	
RNA Pol II CTD phosphorylation and interaction with CE	6	0.0159543	0	0	1	1	
RNA Polymerase I Chain Elongation	6	0.0159543	0	0	1	1	
RNA Polymerase II HIV Promoter Escape	19	0.0505221	0	0	1	1	
RNA Polymerase III Abortive And Retractive Initiation	10	0.0265906	0	0	1	1	
RNA Polymerase III Chain Elongation	6	0.0159543	0	0	1	1	
RNA Polymerase III Transcription	15	0.0398859	0	0	1	1	
RNA Polymerase III Transcription Initiation	94	0.249951	0	0	1	1	
RNA Polymerase III Transcription Initiation From Type 1 Promoter	3	0.00797717	0	0	1	1	
RNA Polymerase III Transcription Initiation From Type 2 Promoter	8	0.0212725	0	0	1	1	
RNA Polymerase III Transcription Initiation From Type 3 Promoter	5	0.0132953	0	0	1	1	
RNA Polymerase III Transcription Termination	16	0.0425449	0	0	1	1	
RNA Polymerase II Pre-transcription Events	11	0.0292496	0	0	1	1	
RNA Polymerase II Transcription	4	0.0106362	0	0	1	1	
RNA Polymerase II Transcription Initiation	14	0.0372268	0	0	1	1	
RNA Polymerase II Transcription Initiation And Promoter Clearance	6	0.0159543	0	0	1	1	
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	22	0.0584993	0	0	1	1	
RNA Polymerase II Transcription Termination	17	0.045204	0	0	1	1	
RNA Polymerase I Promoter Clearance	12	0.0319087	0	0	1	1	
RNA Polymerase I Promoter Escape	2	0.00531811	0	0	1	1	
RNA Polymerase I Promoter Opening	2	0.00531811	0	0	1	1	
RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	13	0.0345677	0	0	1	1	
RNA Polymerase I Transcription	3	0.00797717	0	0	1	1	
RNA Polymerase I Transcription Initiation	17	0.045204	0	0	1	1	
RNA Polymerase I Transcription Termination	10	0.0265906	0	0	1	1	
RNF mutants show enhanced WNT signaling and proliferation	33	0.0877489	0	0	1	1	
Role of Abl in Robo-Slit signaling	13	0.0345677	0	0	1	1	
Role of LAT2/NTAL/LAB on calcium mobilization	16	0.0425449	0	0	1	1	
Role of phospholipids in phagocytosis	5	0.0132953	0	0	1	1	
RORA activates circadian gene expression	16	0.0425449	0	0	1	1	
